video_id,publish_ts,title,thumbnail_def,thumbnail_mq,thumbnail_hq,channel_title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount,thumbnail_location
q4jPR-M0TAQ,2018-08-31T15:08:43Z,Python Django Tutorial: Full-Featured Web App Part 6 - User Registration,https://i.ytimg.com/vi/q4jPR-M0TAQ/default.jpg,https://i.ytimg.com/vi/q4jPR-M0TAQ/mqdefault.jpg,https://i.ytimg.com/vi/q4jPR-M0TAQ/hqdefault.jpg,Corey Schafer,470313,10594,63,0,1100,./thumbnails/q4jPR-M0TAQ.jpg
aHC3uTkT9r8,2018-08-31T15:08:25Z,Python Django Tutorial: Full-Featured Web App Part 5 - Database and Migrations,https://i.ytimg.com/vi/aHC3uTkT9r8/default.jpg,https://i.ytimg.com/vi/aHC3uTkT9r8/mqdefault.jpg,https://i.ytimg.com/vi/aHC3uTkT9r8/hqdefault.jpg,Corey Schafer,492039,12172,55,0,872,./thumbnails/aHC3uTkT9r8.jpg
1PkNiYlkkjo,2018-08-31T15:08:08Z,Python Django Tutorial: Full-Featured Web App Part 4 - Admin Page,https://i.ytimg.com/vi/1PkNiYlkkjo/default.jpg,https://i.ytimg.com/vi/1PkNiYlkkjo/mqdefault.jpg,https://i.ytimg.com/vi/1PkNiYlkkjo/hqdefault.jpg,Corey Schafer,308345,9853,23,0,296,./thumbnails/1PkNiYlkkjo.jpg
qDwdMDQ8oX4,2018-08-31T15:07:51Z,Python Django Tutorial: Full-Featured Web App Part 3 - Templates,https://i.ytimg.com/vi/qDwdMDQ8oX4/default.jpg,https://i.ytimg.com/vi/qDwdMDQ8oX4/mqdefault.jpg,https://i.ytimg.com/vi/qDwdMDQ8oX4/hqdefault.jpg,Corey Schafer,647198,16394,85,0,1331,./thumbnails/qDwdMDQ8oX4.jpg
a48xeeo5Vnk,2018-08-31T15:07:26Z,Python Django Tutorial: Full-Featured Web App Part 2 - Applications and Routes,https://i.ytimg.com/vi/a48xeeo5Vnk/default.jpg,https://i.ytimg.com/vi/a48xeeo5Vnk/mqdefault.jpg,https://i.ytimg.com/vi/a48xeeo5Vnk/hqdefault.jpg,Corey Schafer,619066,16995,74,0,757,./thumbnails/a48xeeo5Vnk.jpg
UmljXZIypDc,2018-08-31T15:07:05Z,Python Django Tutorial: Full-Featured Web App Part 1 - Getting Started,https://i.ytimg.com/vi/UmljXZIypDc/default.jpg,https://i.ytimg.com/vi/UmljXZIypDc/mqdefault.jpg,https://i.ytimg.com/vi/UmljXZIypDc/hqdefault.jpg,Corey Schafer,1556079,24444,125,0,954,./thumbnails/UmljXZIypDc.jpg
9FPFogHkgOc,2018-08-09T18:55:08Z,Best Sublime Text Features and Shortcuts (Windows),https://i.ytimg.com/vi/9FPFogHkgOc/default.jpg,https://i.ytimg.com/vi/9FPFogHkgOc/mqdefault.jpg,https://i.ytimg.com/vi/9FPFogHkgOc/hqdefault.jpg,Corey Schafer,24865,686,11,0,52,./thumbnails/9FPFogHkgOc.jpg
TB3qztdM7V8,2018-08-09T19:00:08Z,Best Sublime Text Features and Shortcuts (Mac),https://i.ytimg.com/vi/TB3qztdM7V8/default.jpg,https://i.ytimg.com/vi/TB3qztdM7V8/mqdefault.jpg,https://i.ytimg.com/vi/TB3qztdM7V8/hqdefault.jpg,Corey Schafer,18342,389,5,0,22,./thumbnails/TB3qztdM7V8.jpg
OdIHeg4jj2c,2018-07-26T16:09:16Z,Python Tutorial: How to Set the Path and Switch Between Different Versions/Executables (Windows),https://i.ytimg.com/vi/OdIHeg4jj2c/default.jpg,https://i.ytimg.com/vi/OdIHeg4jj2c/mqdefault.jpg,https://i.ytimg.com/vi/OdIHeg4jj2c/hqdefault.jpg,Corey Schafer,115454,2418,20,0,120,./thumbnails/OdIHeg4jj2c.jpg
PUIE7CPANfo,2018-07-26T16:09:23Z,Python Tutorial: How to Set the Path and Switch Between Different Versions/Executables (Mac & Linux),https://i.ytimg.com/vi/PUIE7CPANfo/default.jpg,https://i.ytimg.com/vi/PUIE7CPANfo/mqdefault.jpg,https://i.ytimg.com/vi/PUIE7CPANfo/hqdefault.jpg,Corey Schafer,107601,2248,28,0,142,./thumbnails/PUIE7CPANfo.jpg
nghuHvKLhJA,2018-07-11T23:15:22Z,Python Quick Tip: F-Strings - How to Use Them and Advanced String Formatting,https://i.ytimg.com/vi/nghuHvKLhJA/default.jpg,https://i.ytimg.com/vi/nghuHvKLhJA/mqdefault.jpg,https://i.ytimg.com/vi/nghuHvKLhJA/hqdefault.jpg,Corey Schafer,120053,4657,34,0,198,./thumbnails/nghuHvKLhJA.jpg
OPUP4ghN9oo,2018-06-26T16:52:22Z,"Big Announcements, Video Updates, and Future Plans",https://i.ytimg.com/vi/OPUP4ghN9oo/default.jpg,https://i.ytimg.com/vi/OPUP4ghN9oo/mqdefault.jpg,https://i.ytimg.com/vi/OPUP4ghN9oo/hqdefault.jpg,Corey Schafer,55040,5834,9,0,786,./thumbnails/OPUP4ghN9oo.jpg
r3R3h5ly_8g,2018-06-20T16:01:36Z,Python Tutorial: Sets - Set Methods and Operations to Solve Common Problems,https://i.ytimg.com/vi/r3R3h5ly_8g/default.jpg,https://i.ytimg.com/vi/r3R3h5ly_8g/mqdefault.jpg,https://i.ytimg.com/vi/r3R3h5ly_8g/hqdefault.jpg,Corey Schafer,83178,2815,20,0,157,./thumbnails/r3R3h5ly_8g.jpg
uVNfQDohYNI,2018-05-04T19:39:03Z,Python Flask Tutorial: Full-Featured Web App Part 12 - Custom Error Pages,https://i.ytimg.com/vi/uVNfQDohYNI/default.jpg,https://i.ytimg.com/vi/uVNfQDohYNI/mqdefault.jpg,https://i.ytimg.com/vi/uVNfQDohYNI/hqdefault.jpg,Corey Schafer,78291,2371,3,0,263,./thumbnails/uVNfQDohYNI.jpg
Wfx4YBzg16s,2018-05-04T19:23:57Z,Python Flask Tutorial: Full-Featured Web App Part 11 - Blueprints and Configuration,https://i.ytimg.com/vi/Wfx4YBzg16s/default.jpg,https://i.ytimg.com/vi/Wfx4YBzg16s/mqdefault.jpg,https://i.ytimg.com/vi/Wfx4YBzg16s/hqdefault.jpg,Corey Schafer,131386,2885,21,0,431,./thumbnails/Wfx4YBzg16s.jpg
vutyTx7IaAI,2018-05-04T19:05:53Z,Python Flask Tutorial: Full-Featured Web App Part 10 - Email and Password Reset,https://i.ytimg.com/vi/vutyTx7IaAI/default.jpg,https://i.ytimg.com/vi/vutyTx7IaAI/mqdefault.jpg,https://i.ytimg.com/vi/vutyTx7IaAI/hqdefault.jpg,Corey Schafer,117605,2666,21,0,522,./thumbnails/vutyTx7IaAI.jpg
PSWf2TjTGNY,2018-05-04T18:56:32Z,Python Flask Tutorial: Full-Featured Web App Part 9 - Pagination,https://i.ytimg.com/vi/PSWf2TjTGNY/default.jpg,https://i.ytimg.com/vi/PSWf2TjTGNY/mqdefault.jpg,https://i.ytimg.com/vi/PSWf2TjTGNY/hqdefault.jpg,Corey Schafer,119251,3123,12,0,264,./thumbnails/PSWf2TjTGNY.jpg
u0oDDZrDz9U,2018-05-04T18:44:04Z,"Python Flask Tutorial: Full-Featured Web App Part 8 - Create, Update, and Delete Posts",https://i.ytimg.com/vi/u0oDDZrDz9U/default.jpg,https://i.ytimg.com/vi/u0oDDZrDz9U/mqdefault.jpg,https://i.ytimg.com/vi/u0oDDZrDz9U/hqdefault.jpg,Corey Schafer,170355,3645,14,0,274,./thumbnails/u0oDDZrDz9U.jpg
803Ei2Sq-Zs,2018-05-04T18:26:42Z,Python Flask Tutorial: Full-Featured Web App Part 7 - User Account and Profile Picture,https://i.ytimg.com/vi/803Ei2Sq-Zs/default.jpg,https://i.ytimg.com/vi/803Ei2Sq-Zs/mqdefault.jpg,https://i.ytimg.com/vi/803Ei2Sq-Zs/hqdefault.jpg,Corey Schafer,178937,4168,18,0,413,./thumbnails/803Ei2Sq-Zs.jpg
CSHx6eCkmv0,2018-05-04T18:10:21Z,Python Flask Tutorial: Full-Featured Web App Part 6 - User Authentication,https://i.ytimg.com/vi/CSHx6eCkmv0/default.jpg,https://i.ytimg.com/vi/CSHx6eCkmv0/mqdefault.jpg,https://i.ytimg.com/vi/CSHx6eCkmv0/hqdefault.jpg,Corey Schafer,288087,6031,28,0,654,./thumbnails/CSHx6eCkmv0.jpg
44PvX0Yv368,2018-05-04T18:03:41Z,Python Flask Tutorial: Full-Featured Web App Part 5 - Package Structure,https://i.ytimg.com/vi/44PvX0Yv368/default.jpg,https://i.ytimg.com/vi/44PvX0Yv368/mqdefault.jpg,https://i.ytimg.com/vi/44PvX0Yv368/hqdefault.jpg,Corey Schafer,241505,6431,25,0,430,./thumbnails/44PvX0Yv368.jpg
cYWiDiIUxQc,2018-05-04T17:53:03Z,Python Flask Tutorial: Full-Featured Web App Part 4 - Database with Flask-SQLAlchemy,https://i.ytimg.com/vi/cYWiDiIUxQc/default.jpg,https://i.ytimg.com/vi/cYWiDiIUxQc/mqdefault.jpg,https://i.ytimg.com/vi/cYWiDiIUxQc/hqdefault.jpg,Corey Schafer,479158,8820,54,0,799,./thumbnails/cYWiDiIUxQc.jpg
UIJKdCIEXUQ,2018-05-04T17:44:52Z,Python Flask Tutorial: Full-Featured Web App Part 3 - Forms and User Input,https://i.ytimg.com/vi/UIJKdCIEXUQ/default.jpg,https://i.ytimg.com/vi/UIJKdCIEXUQ/mqdefault.jpg,https://i.ytimg.com/vi/UIJKdCIEXUQ/hqdefault.jpg,Corey Schafer,528022,10336,65,0,1075,./thumbnails/UIJKdCIEXUQ.jpg
QnDWIZuWYW0,2018-05-04T17:23:27Z,Python Flask Tutorial: Full-Featured Web App Part 2 - Templates,https://i.ytimg.com/vi/QnDWIZuWYW0/default.jpg,https://i.ytimg.com/vi/QnDWIZuWYW0/mqdefault.jpg,https://i.ytimg.com/vi/QnDWIZuWYW0/hqdefault.jpg,Corey Schafer,622105,15111,84,0,779,./thumbnails/QnDWIZuWYW0.jpg
MwZwr5Tvyxo,2018-05-04T17:07:20Z,Python Flask Tutorial: Full-Featured Web App Part 1 - Getting Started,https://i.ytimg.com/vi/MwZwr5Tvyxo/default.jpg,https://i.ytimg.com/vi/MwZwr5Tvyxo/mqdefault.jpg,https://i.ytimg.com/vi/MwZwr5Tvyxo/hqdefault.jpg,Corey Schafer,1307640,22681,136,0,881,./thumbnails/MwZwr5Tvyxo.jpg
VGgTmxXp7xQ,2018-03-07T06:21:05Z,Linux/Mac Terminal Tutorial: The Grep Command - Search Files and Directories for Patterns of Text,https://i.ytimg.com/vi/VGgTmxXp7xQ/default.jpg,https://i.ytimg.com/vi/VGgTmxXp7xQ/mqdefault.jpg,https://i.ytimg.com/vi/VGgTmxXp7xQ/hqdefault.jpg,Corey Schafer,227197,6150,46,0,198,./thumbnails/VGgTmxXp7xQ.jpg
xzgwDbe7foQ,2018-02-21T04:23:41Z,How to Run Linux/Bash on Windows 10 Using the Built-In Windows Subsystem for Linux,https://i.ytimg.com/vi/xzgwDbe7foQ/default.jpg,https://i.ytimg.com/vi/xzgwDbe7foQ/mqdefault.jpg,https://i.ytimg.com/vi/xzgwDbe7foQ/hqdefault.jpg,Corey Schafer,389193,8065,139,0,465,./thumbnails/xzgwDbe7foQ.jpg
IolxqkL7cD8,2018-02-01T05:09:43Z,Python Quick Tip: Hiding Passwords and Secret Keys in Environment Variables (Windows),https://i.ytimg.com/vi/IolxqkL7cD8/default.jpg,https://i.ytimg.com/vi/IolxqkL7cD8/mqdefault.jpg,https://i.ytimg.com/vi/IolxqkL7cD8/hqdefault.jpg,Corey Schafer,112448,4203,32,0,197,./thumbnails/IolxqkL7cD8.jpg
5iWhQWVXosU,2018-02-01T04:56:25Z,Python Quick Tip: Hiding Passwords and Secret Keys in Environment Variables (Mac & Linux),https://i.ytimg.com/vi/5iWhQWVXosU/default.jpg,https://i.ytimg.com/vi/5iWhQWVXosU/mqdefault.jpg,https://i.ytimg.com/vi/5iWhQWVXosU/hqdefault.jpg,Corey Schafer,109748,3204,22,0,217,./thumbnails/5iWhQWVXosU.jpg
k8asfUbWbI4,2018-01-18T02:20:31Z,"Python Tutorial: Calculate Number of Days, Weeks, or Months to Reach Specific Goals",https://i.ytimg.com/vi/k8asfUbWbI4/default.jpg,https://i.ytimg.com/vi/k8asfUbWbI4/mqdefault.jpg,https://i.ytimg.com/vi/k8asfUbWbI4/hqdefault.jpg,Corey Schafer,47584,915,14,0,47,./thumbnails/k8asfUbWbI4.jpg
-aKFBoZpiqA,2017-12-20T04:36:11Z,Python Tutorial: Context Managers - Efficiently Managing Resources,https://i.ytimg.com/vi/-aKFBoZpiqA/default.jpg,https://i.ytimg.com/vi/-aKFBoZpiqA/mqdefault.jpg,https://i.ytimg.com/vi/-aKFBoZpiqA/hqdefault.jpg,Corey Schafer,121797,4364,19,0,142,./thumbnails/-aKFBoZpiqA.jpg
CtgkEaeOkew,2017-12-18T05:27:47Z,Channel Update: Look Back on the Year and Big Plans for 2018,https://i.ytimg.com/vi/CtgkEaeOkew/default.jpg,https://i.ytimg.com/vi/CtgkEaeOkew/mqdefault.jpg,https://i.ytimg.com/vi/CtgkEaeOkew/hqdefault.jpg,Corey Schafer,6056,502,0,0,67,./thumbnails/CtgkEaeOkew.jpg
9N6a-VLBa2I,2017-11-19T19:21:14Z,Python Tutorial: Working with JSON Data using the json Module,https://i.ytimg.com/vi/9N6a-VLBa2I/default.jpg,https://i.ytimg.com/vi/9N6a-VLBa2I/mqdefault.jpg,https://i.ytimg.com/vi/9N6a-VLBa2I/hqdefault.jpg,Corey Schafer,732264,16101,124,0,629,./thumbnails/9N6a-VLBa2I.jpg
ng2o98k983k,2017-11-08T05:00:16Z,Python Tutorial: Web Scraping with BeautifulSoup and Requests,https://i.ytimg.com/vi/ng2o98k983k/default.jpg,https://i.ytimg.com/vi/ng2o98k983k/mqdefault.jpg,https://i.ytimg.com/vi/ng2o98k983k/hqdefault.jpg,Corey Schafer,859294,19124,175,0,1041,./thumbnails/ng2o98k983k.jpg
K8L6KVGG-7o,2017-10-24T04:40:34Z,Python Tutorial: re Module - How to Write and Match Regular Expressions (Regex),https://i.ytimg.com/vi/K8L6KVGG-7o/default.jpg,https://i.ytimg.com/vi/K8L6KVGG-7o/mqdefault.jpg,https://i.ytimg.com/vi/K8L6KVGG-7o/hqdefault.jpg,Corey Schafer,703153,18546,109,0,977,./thumbnails/K8L6KVGG-7o.jpg
qE77MbDnljA,2017-10-10T01:23:11Z,Linux/Mac Terminal Tutorial: How To Use The rsync Command - Sync Files Locally and Remotely,https://i.ytimg.com/vi/qE77MbDnljA/default.jpg,https://i.ytimg.com/vi/qE77MbDnljA/mqdefault.jpg,https://i.ytimg.com/vi/qE77MbDnljA/hqdefault.jpg,Corey Schafer,122350,3794,17,0,160,./thumbnails/qE77MbDnljA.jpg
sa-TUpSx1JA,2017-10-05T05:28:03Z,Regular Expressions (Regex) Tutorial: How to Match Any Pattern of Text,https://i.ytimg.com/vi/sa-TUpSx1JA/default.jpg,https://i.ytimg.com/vi/sa-TUpSx1JA/mqdefault.jpg,https://i.ytimg.com/vi/sa-TUpSx1JA/hqdefault.jpg,Corey Schafer,912580,28267,196,0,1705,./thumbnails/sa-TUpSx1JA.jpg
TtIJEQ6D9DE,2017-09-19T03:19:40Z,5 Essential Skills Every Well-Rounded Programmer Should Know,https://i.ytimg.com/vi/TtIJEQ6D9DE/default.jpg,https://i.ytimg.com/vi/TtIJEQ6D9DE/mqdefault.jpg,https://i.ytimg.com/vi/TtIJEQ6D9DE/hqdefault.jpg,Corey Schafer,212010,7715,100,0,195,./thumbnails/TtIJEQ6D9DE.jpg
cY2NXB_Tqq0,2017-09-06T04:03:49Z,"Python Tutorial: How I Manage Multiple Projects, Virtual Environments, and Environment Variables",https://i.ytimg.com/vi/cY2NXB_Tqq0/default.jpg,https://i.ytimg.com/vi/cY2NXB_Tqq0/mqdefault.jpg,https://i.ytimg.com/vi/cY2NXB_Tqq0/hqdefault.jpg,Corey Schafer,109325,1847,20,0,74,./thumbnails/cY2NXB_Tqq0.jpg
KzqSDvzOFNA,2017-08-29T03:31:07Z,Python Tutorial: Generate Random Numbers and Data Using the random Module,https://i.ytimg.com/vi/KzqSDvzOFNA/default.jpg,https://i.ytimg.com/vi/KzqSDvzOFNA/mqdefault.jpg,https://i.ytimg.com/vi/KzqSDvzOFNA/hqdefault.jpg,Corey Schafer,314330,7244,75,0,364,./thumbnails/KzqSDvzOFNA.jpg
QZJ1drMQz1A,2017-08-23T02:05:09Z,Linux/Mac Tutorial: Cron Jobs - How to Schedule Commands with crontab,https://i.ytimg.com/vi/QZJ1drMQz1A/default.jpg,https://i.ytimg.com/vi/QZJ1drMQz1A/mqdefault.jpg,https://i.ytimg.com/vi/QZJ1drMQz1A/hqdefault.jpg,Corey Schafer,169866,4657,23,0,245,./thumbnails/QZJ1drMQz1A.jpg
6tNS--WetLI,2017-08-16T04:33:22Z,Python Tutorial: Unit Testing Your Code with the unittest Module,https://i.ytimg.com/vi/6tNS--WetLI/default.jpg,https://i.ytimg.com/vi/6tNS--WetLI/mqdefault.jpg,https://i.ytimg.com/vi/6tNS--WetLI/hqdefault.jpg,Corey Schafer,748821,15569,96,0,544,./thumbnails/6tNS--WetLI.jpg
q5uM4VKywbA,2017-08-09T03:09:53Z,"Python Tutorial: CSV Module - How to Read, Parse, and Write CSV Files",https://i.ytimg.com/vi/q5uM4VKywbA/default.jpg,https://i.ytimg.com/vi/q5uM4VKywbA/mqdefault.jpg,https://i.ytimg.com/vi/q5uM4VKywbA/hqdefault.jpg,Corey Schafer,826354,14105,156,0,643,./thumbnails/q5uM4VKywbA.jpg
vpk_1gldOAE,2017-08-02T04:23:39Z,Linux/Mac Tutorial: SSH Key-Based Authentication - How to SSH Without a Password,https://i.ytimg.com/vi/vpk_1gldOAE/default.jpg,https://i.ytimg.com/vi/vpk_1gldOAE/mqdefault.jpg,https://i.ytimg.com/vi/vpk_1gldOAE/hqdefault.jpg,Corey Schafer,181488,4079,38,0,204,./thumbnails/vpk_1gldOAE.jpg
bkpLhQd6YQM,2017-07-26T04:59:13Z,Python Tutorial: Real World Example - Parsing Names From a CSV to an HTML List,https://i.ytimg.com/vi/bkpLhQd6YQM/default.jpg,https://i.ytimg.com/vi/bkpLhQd6YQM/mqdefault.jpg,https://i.ytimg.com/vi/bkpLhQd6YQM/hqdefault.jpg,Corey Schafer,122984,2813,16,0,131,./thumbnails/bkpLhQd6YQM.jpg
S7jD6nnYJy0,2017-07-20T05:37:58Z,How to Create a Network of Machines in VirtualBox with SSH Access,https://i.ytimg.com/vi/S7jD6nnYJy0/default.jpg,https://i.ytimg.com/vi/S7jD6nnYJy0/mqdefault.jpg,https://i.ytimg.com/vi/S7jD6nnYJy0/hqdefault.jpg,Corey Schafer,97451,1533,17,0,105,./thumbnails/S7jD6nnYJy0.jpg
Qte4X-rdr2Q,2017-07-12T03:26:50Z,VirtualBox: How to Use Snapshots,https://i.ytimg.com/vi/Qte4X-rdr2Q/default.jpg,https://i.ytimg.com/vi/Qte4X-rdr2Q/mqdefault.jpg,https://i.ytimg.com/vi/Qte4X-rdr2Q/hqdefault.jpg,Corey Schafer,43469,758,13,0,38,./thumbnails/Qte4X-rdr2Q.jpg
CqvZ3vGoGs0,2017-05-17T04:27:58Z,Python Tutorial for Beginners 9: Import Modules and Exploring The Standard Library,https://i.ytimg.com/vi/CqvZ3vGoGs0/default.jpg,https://i.ytimg.com/vi/CqvZ3vGoGs0/mqdefault.jpg,https://i.ytimg.com/vi/CqvZ3vGoGs0/hqdefault.jpg,Corey Schafer,571889,12578,103,0,517,./thumbnails/CqvZ3vGoGs0.jpg
9Os0o3wzS_I,2017-05-17T04:22:21Z,Python Tutorial for Beginners 8: Functions,https://i.ytimg.com/vi/9Os0o3wzS_I/default.jpg,https://i.ytimg.com/vi/9Os0o3wzS_I/mqdefault.jpg,https://i.ytimg.com/vi/9Os0o3wzS_I/hqdefault.jpg,Corey Schafer,796385,15640,202,0,699,./thumbnails/9Os0o3wzS_I.jpg
6iF8Xb7Z3wQ,2017-05-17T04:16:08Z,Python Tutorial for Beginners 7: Loops and Iterations - For/While Loops,https://i.ytimg.com/vi/6iF8Xb7Z3wQ/default.jpg,https://i.ytimg.com/vi/6iF8Xb7Z3wQ/mqdefault.jpg,https://i.ytimg.com/vi/6iF8Xb7Z3wQ/hqdefault.jpg,Corey Schafer,527469,13188,106,0,394,./thumbnails/6iF8Xb7Z3wQ.jpg
DZwmZ8Usvnk,2017-05-17T04:09:03Z,"Python Tutorial for Beginners 6: Conditionals and Booleans - If, Else, and Elif Statements",https://i.ytimg.com/vi/DZwmZ8Usvnk/default.jpg,https://i.ytimg.com/vi/DZwmZ8Usvnk/mqdefault.jpg,https://i.ytimg.com/vi/DZwmZ8Usvnk/hqdefault.jpg,Corey Schafer,398700,10321,66,0,350,./thumbnails/DZwmZ8Usvnk.jpg
daefaLgNkw0,2017-05-17T04:04:13Z,Python Tutorial for Beginners 5: Dictionaries - Working with Key-Value Pairs,https://i.ytimg.com/vi/daefaLgNkw0/default.jpg,https://i.ytimg.com/vi/daefaLgNkw0/mqdefault.jpg,https://i.ytimg.com/vi/daefaLgNkw0/hqdefault.jpg,Corey Schafer,847479,20489,128,0,653,./thumbnails/daefaLgNkw0.jpg
W8KRzm-HUcc,2017-05-17T03:58:17Z,"Python Tutorial for Beginners 4: Lists, Tuples, and Sets",https://i.ytimg.com/vi/W8KRzm-HUcc/default.jpg,https://i.ytimg.com/vi/W8KRzm-HUcc/mqdefault.jpg,https://i.ytimg.com/vi/W8KRzm-HUcc/hqdefault.jpg,Corey Schafer,879233,22526,127,0,908,./thumbnails/W8KRzm-HUcc.jpg
khKv-8q7YmY,2017-05-17T03:48:44Z,Python Tutorial for Beginners 3: Integers and Floats - Working with Numeric Data,https://i.ytimg.com/vi/khKv-8q7YmY/default.jpg,https://i.ytimg.com/vi/khKv-8q7YmY/mqdefault.jpg,https://i.ytimg.com/vi/khKv-8q7YmY/hqdefault.jpg,Corey Schafer,483330,12815,93,0,378,./thumbnails/khKv-8q7YmY.jpg
k9TUPpGqYTo,2017-05-17T03:21:51Z,Python Tutorial for Beginners 2: Strings - Working with Textual Data,https://i.ytimg.com/vi/k9TUPpGqYTo/default.jpg,https://i.ytimg.com/vi/k9TUPpGqYTo/mqdefault.jpg,https://i.ytimg.com/vi/k9TUPpGqYTo/hqdefault.jpg,Corey Schafer,971421,22470,112,0,906,./thumbnails/k9TUPpGqYTo.jpg
YYXdXT2l-Gg,2017-05-17T03:01:34Z,Python Tutorial for Beginners 1: Install and Setup for Mac and Windows,https://i.ytimg.com/vi/YYXdXT2l-Gg/default.jpg,https://i.ytimg.com/vi/YYXdXT2l-Gg/mqdefault.jpg,https://i.ytimg.com/vi/YYXdXT2l-Gg/hqdefault.jpg,Corey Schafer,1991519,22760,222,0,971,./thumbnails/YYXdXT2l-Gg.jpg
pd-0G0MigUA,2017-04-18T03:03:39Z,"Python SQLite Tutorial: Complete Overview - Creating a Database, Table, and Running Queries",https://i.ytimg.com/vi/pd-0G0MigUA/default.jpg,https://i.ytimg.com/vi/pd-0G0MigUA/mqdefault.jpg,https://i.ytimg.com/vi/pd-0G0MigUA/hqdefault.jpg,Corey Schafer,659091,11625,119,0,502,./thumbnails/pd-0G0MigUA.jpg
4qMJN1pY_aw,2017-04-17T05:02:21Z,"Channel Update: Code Snippets, New Rewards, and Playlists",https://i.ytimg.com/vi/4qMJN1pY_aw/default.jpg,https://i.ytimg.com/vi/4qMJN1pY_aw/mqdefault.jpg,https://i.ytimg.com/vi/4qMJN1pY_aw/hqdefault.jpg,Corey Schafer,3583,151,0,0,27,./thumbnails/4qMJN1pY_aw.jpg
KlBPCzcQNU8,2017-03-27T04:52:05Z,Python Tutorial: Decorators With Arguments,https://i.ytimg.com/vi/KlBPCzcQNU8/default.jpg,https://i.ytimg.com/vi/KlBPCzcQNU8/mqdefault.jpg,https://i.ytimg.com/vi/KlBPCzcQNU8/hqdefault.jpg,Corey Schafer,63967,1871,5,0,94,./thumbnails/KlBPCzcQNU8.jpg
jxmzY9soFXg,2017-03-15T02:06:13Z,"Python Tutorial: Logging Advanced - Loggers, Handlers, and Formatters",https://i.ytimg.com/vi/jxmzY9soFXg/default.jpg,https://i.ytimg.com/vi/jxmzY9soFXg/mqdefault.jpg,https://i.ytimg.com/vi/jxmzY9soFXg/hqdefault.jpg,Corey Schafer,202984,6052,37,0,212,./thumbnails/jxmzY9soFXg.jpg
-ARI4Cz-awo,2017-03-15T01:59:26Z,"Python Tutorial: Logging Basics - Logging to Files, Setting Levels, and Formatting",https://i.ytimg.com/vi/-ARI4Cz-awo/default.jpg,https://i.ytimg.com/vi/-ARI4Cz-awo/mqdefault.jpg,https://i.ytimg.com/vi/-ARI4Cz-awo/hqdefault.jpg,Corey Schafer,324841,8582,40,0,245,./thumbnails/-ARI4Cz-awo.jpg
xFciV6Ew5r4,2017-02-15T02:39:37Z,Setting up a Python Development Environment in Sublime Text,https://i.ytimg.com/vi/xFciV6Ew5r4/default.jpg,https://i.ytimg.com/vi/xFciV6Ew5r4/mqdefault.jpg,https://i.ytimg.com/vi/xFciV6Ew5r4/hqdefault.jpg,Corey Schafer,844097,10962,252,0,843,./thumbnails/xFciV6Ew5r4.jpg
DjEuROpsvp4,2017-02-15T04:09:01Z,Setting up a Python Development Environment in Atom,https://i.ytimg.com/vi/DjEuROpsvp4/default.jpg,https://i.ytimg.com/vi/DjEuROpsvp4/mqdefault.jpg,https://i.ytimg.com/vi/DjEuROpsvp4/hqdefault.jpg,Corey Schafer,573178,9038,163,0,633,./thumbnails/DjEuROpsvp4.jpg
QVdf0LgmICw,2016-12-20T06:46:28Z,Python Tutorial: Variable Scope - Understanding the LEGB rule and global/nonlocal statements,https://i.ytimg.com/vi/QVdf0LgmICw/default.jpg,https://i.ytimg.com/vi/QVdf0LgmICw/mqdefault.jpg,https://i.ytimg.com/vi/QVdf0LgmICw/hqdefault.jpg,Corey Schafer,240085,7724,26,0,303,./thumbnails/QVdf0LgmICw.jpg
N4WSqXtd_rk,2016-11-15T02:00:06Z,"Frequently Asked Questions #1: Text Editors, Books, Career Advice, and More",https://i.ytimg.com/vi/N4WSqXtd_rk/default.jpg,https://i.ytimg.com/vi/N4WSqXtd_rk/mqdefault.jpg,https://i.ytimg.com/vi/N4WSqXtd_rk/hqdefault.jpg,Corey Schafer,33689,1336,4,0,71,./thumbnails/N4WSqXtd_rk.jpg
HW29067qVWk,2016-09-22T02:36:50Z,"Jupyter Notebook Tutorial: Introduction, Setup, and Walkthrough",https://i.ytimg.com/vi/HW29067qVWk/default.jpg,https://i.ytimg.com/vi/HW29067qVWk/mqdefault.jpg,https://i.ytimg.com/vi/HW29067qVWk/hqdefault.jpg,Corey Schafer,1441879,23495,258,0,819,./thumbnails/HW29067qVWk.jpg
jCzT9XFZ5bw,2016-08-19T05:41:20Z,"Python OOP Tutorial 6: Property Decorators - Getters, Setters, and Deleters",https://i.ytimg.com/vi/jCzT9XFZ5bw/default.jpg,https://i.ytimg.com/vi/jCzT9XFZ5bw/mqdefault.jpg,https://i.ytimg.com/vi/jCzT9XFZ5bw/hqdefault.jpg,Corey Schafer,673965,22675,108,0,776,./thumbnails/jCzT9XFZ5bw.jpg
YJC6ldI3hWk,2016-08-10T00:35:38Z,Python Tutorial: Anaconda - Installation and Using Conda,https://i.ytimg.com/vi/YJC6ldI3hWk/default.jpg,https://i.ytimg.com/vi/YJC6ldI3hWk/mqdefault.jpg,https://i.ytimg.com/vi/YJC6ldI3hWk/hqdefault.jpg,Corey Schafer,962611,9005,251,0,282,./thumbnails/YJC6ldI3hWk.jpg
